Rk,Player,NationFixed,Nation,Pos,Squad,AgeFixed,Age,Born,MatchesPlayed,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG
270,Keane Lewis-Potter,,GBR,FWMF,Brentford,21,21-343,2001,9,3,306,3.4,0,1,0,0,0,0,0,0.5,0.5,1.2,1.7
271,Victor Lindelöf,,SWE,DF,Manchester Utd,28,28-198,1994,6,4,439,4.9,0,0,0,0,0,0,0,0,0,0,0
272,Jesse Lingard,,GBR,FWMF,Nott'ham Forest,30,30-047,1992,14,11,861,9.6,0,0,0,0,0,1,0,1,1,0.7,1.7
273,Diego Llorente,,ESP,DF,Leeds United,29,29-168,1993,8,7,649,7.2,0,0,0,0,0,1,0,0.7,0.7,0,0.7
274,Hugo Lloris,,FRA,GK,Tottenham,36,36-036,1986,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0
275,Renan Lodi,,BRA,DF,Nott'ham Forest,24,24-298,1998,12,11,919,10.2,0,0,0,0,0,2,0,0.6,0.6,0.5,1.1
276,Ruben Loftus-Cheek,,GBR,MFDF,Chelsea,27,27-008,1996,14,12,954,10.6,0,0,0,0,0,1,0,0.8,0.8,0.9,1.8
277,Sean Longstaff,,GBR,MF,Newcastle Utd,25,25-093,1997,20,16,1505,16.7,1,2,1,0,0,2,0,1.8,1.8,2.5,4.3
278,Jamal Lowe,,JAM,MFFW,Bournemouth,28,28-194,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0
279,Douglas Luiz,,BRA,MF,Aston Villa,24,24-267,1998,19,15,1344,14.9,2,4,2,0,0,2,1,0.9,0.9,2.3,3.2
280,Lyanco,,BRA,DF,Southampton,25,25-364,1997,12,7,680,7.6,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3
281,Alexis Mac Allister,,ARG,MF,Brighton,24,24-038,1998,17,16,1457,16.2,5,0,2,3,3,5,0,3.8,1.5,1.1,2.5
282,James Maddison,,GBR,MFFW,Leicester City,26,26-069,1996,14,13,1120,12.4,7,4,7,0,0,5,0,2.6,2.6,2.9,5.5
283,Harry Maguire,,GBR,DF,Manchester Utd,29,29-332,1993,8,4,387,4.3,0,0,0,0,0,3,0,0.2,0.2,0,0.2
284,Riyad Mahrez,,DZA,FW,Manchester City,31,31-344,1991,15,9,840,9.3,4,3,4,0,0,2,0,3.2,3.2,3.2,6.3
285,Ainsley Maitland-Niles,,GBR,MFDF,Southampton,25,25-155,1997,10,5,544,6,0,0,0,0,0,2,0,0,0,0.4,0.4
286,Tyrell Malacia,,NLD,DF,Manchester Utd,23,23-167,1999,12,9,836,9.3,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3
287,Orel Mangala,,BEL,MF,Nott'ham Forest,24,24-319,1998,12,8,593,6.6,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4
288,Javier Manquillo,,ESP,DF,Newcastle Utd,28,28-271,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0
289,Sekou Mara,,FRA,FWMF,Southampton,20,20-185,2002,14,3,327,3.6,0,1,0,0,0,0,0,0.8,0.8,0.5,1.3
290,Solly March,,GBR,FWDF,Brighton,28,28-195,1994,19,19,1629,18.1,4,4,4,0,0,2,0,4.3,4.3,2.6,6.9
291,Emiliano Marcondes,,DNK,MF,Bournemouth,27,27-328,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0
292,Marquinhos,,BRA,MF,Arsenal,19,19-299,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
293,Anthony Martial,,FRA,FW,Manchester Utd,27,27-057,1995,9,6,458,5.1,3,2,2,1,1,0,0,3.2,2.4,0.9,3.3
294,Martinelli,,BRA,FW,Arsenal,21,21-227,2001,19,19,1607,17.9,7,2,7,0,0,2,0,4.3,4.3,4.8,9.1
295,Emiliano Martínez,,ARG,GK,Aston Villa,30,30-151,1992,18,18,1564,17.4,0,0,0,0,0,3,0,0,0,0.3,0.3
296,Lisandro Martínez,,ARG,DF,Manchester Utd,25,25-013,1998,18,16,1388,15.4,1,0,1,0,0,4,0,0.2,0.2,0.1,0.2
297,Pape Matar Sarr,,SEN,MF,Tottenham,20,20-139,2002,3,1,111,1.2,0,0,0,0,0,1,0,0,0,0,0.1
298,Jean-Philippe Mateta,,FRA,FW,Crystal Palace,25,25-217,1997,16,3,433,4.8,1,0,1,0,0,2,0,1.6,1.6,0.6,2.2
299,Joël Matip,,CMR,DF,Liverpool,31,31-176,1991,8,6,552,6.1,0,0,0,0,0,1,0,0,0,0,0
300,Neal Maupay,,FRA,FW,Everton,26,26-170,1996,13,7,683,7.6,1,0,1,0,0,2,0,2.1,2.1,0.5,2.5
301,Kevin Mbabu,,CHE,DFFW,Fulham,27,27-287,1995,6,1,144,1.6,0,1,0,0,0,1,0,0,0,0.4,0.4
302,Bryan Mbeumo,,CMR,FW,Brentford,23,23-177,1999,20,20,1506,16.7,4,1,3,1,1,4,0,4.7,3.9,2,5.9
303,John McGinn,,GBR,MF,Aston Villa,28,28-105,1994,17,14,1223,13.6,0,1,0,0,0,4,0,1.2,1.2,1.3,2.5
304,Scott McKenna,,GBR,DF,Nott'ham Forest,26,26-080,1996,16,15,1366,15.2,0,0,0,0,0,4,0,0.1,0.1,0.8,0.9
305,Dwight McNeil,,GBR,FWDF,Everton,23,23-070,1999,18,10,891,9.9,2,1,2,0,0,2,0,0.7,0.7,1.3,2
306,Scott McTominay,,GBR,MF,Manchester Utd,26,26-054,1996,15,7,753,8.4,0,0,0,0,0,5,0,0.8,0.8,0.2,1
307,Ben Mee,,GBR,DF,Brentford,33,33-132,1989,19,19,1658,18.4,2,0,2,0,0,1,0,1.3,1.3,0.2,1.5
308,Edouard Mendy,,SEN,GK,Chelsea,30,30-336,1992,9,8,765,8.5,0,0,0,0,0,1,0,0,0,0,0
309,Nampalys Mendy,,SEN,MF,Leicester City,30,30-222,1992,9,2,328,3.6,0,0,0,0,0,0,0,0.1,0.1,0,0.1
310,Chris Mepham,,GBR,DF,Bournemouth,25,25-087,1997,16,16,1431,15.9,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5
311,Illan Meslier,,FRA,GK,Leeds United,22,22-335,2000,19,19,1710,19,0,0,0,0,0,2,0,0,0,0,0
312,Alexander Mighten,,GBR,FW,Nott'ham Forest,20,20-295,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0
313,Luka Milivojević,,SRB,MF,Crystal Palace,31,31-299,1991,11,2,293,3.3,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
314,James Milner,,GBR,DFMF,Liverpool,37,37-027,1986,13,5,540,6,0,1,0,0,0,1,0,0.4,0.4,0.7,1.1
315,Yerry Mina,,COL,DF,Everton,28,28-130,1994,3,3,234,2.6,1,0,1,0,0,1,0,0.2,0.2,0,0.2
316,Tyrone Mings,,GBR,DF,Aston Villa,29,29-324,1993,18,18,1620,18,0,1,0,0,0,4,0,0,0,0.6,0.6
317,Tyrick Mitchell,,GBR,DF,Crystal Palace,23,23-152,1999,18,16,1280,14.2,0,2,0,0,0,2,1,0.3,0.3,0.6,1
318,Kaoru Mitoma,,JPN,FWMF,Brighton,25,25-256,1997,14,7,750,8.3,4,1,4,0,0,0,0,1.7,1.7,2.6,4.3
319,Aleksandar Mitrović,,SRB,FW,Fulham,28,28-137,1994,17,17,1461,16.2,11,1,8,3,6,5,0,11.3,6.6,2,8.5
320,Kieffer Moore,,GBR,FW,Bournemouth,30,30-176,1992,20,12,1119,12.4,4,0,4,0,0,0,0,3.2,3.2,0.3,3.5
321,Andrew Moran,,IRL,FW,Brighton,19,19-108,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0
322,Álex Moreno,,ESP,DF,Aston Villa,29,29-237,1993,2,1,171,1.9,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5
323,Mason Mount,,GBR,MFFW,Chelsea,24,24-021,1999,19,18,1442,16,3,2,3,0,0,3,0,1.9,1.9,2.9,4.8
324,Lucas Moura,,BRA,MFDF,Tottenham,30,30-171,1992,8,0,98,1.1,0,0,0,0,0,0,0,0.1,0.1,0,0.1
325,João Moutinho,,PRT,MF,Wolves,36,36-145,1986,18,15,1320,14.7,0,2,0,0,0,2,0,0.9,0.9,2.1,3.1
326,Divin Mubama,,GBR,FW,West Ham,18,18-098,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
327,Mykhailo Mudryk,,UKR,FW,Chelsea,22,22-026,2001,1,0,36,0.4,0,0,0,0,0,0,0,0.3,0.3,0,0.3
328,Jacob Murphy,,GBR,FW,Newcastle Utd,27,27-341,1995,20,5,537,6,1,1,1,0,0,0,0,0.8,0.8,0.6,1.4
329,Enock Mwepu,,ZAM,FWMF,Brighton,25,25-030,1998,6,2,213,2.4,0,1,0,0,0,0,0,0.2,0.2,0.5,0.7
330,Vitaliy Mykolenko,,UKR,DFMF,Everton,23,23-247,1999,20,20,1688,18.8,0,0,0,0,0,2,0,0.4,0.4,0.8,1.2
331,Wilfred Ndidi,,NGA,MFDF,Leicester City,26,26-046,1996,14,10,876,9.7,0,0,0,0,0,3,0,0.2,0.2,0,0.2
332,Reiss Nelson,,GBR,FW,Arsenal,23,23-052,1999,2,0,65,0.7,2,1,2,0,0,0,0,0.6,0.6,0.1,0.7
333,Neto,,BRA,GK,Bournemouth,33,33-196,1989,10,10,855,9.5,0,0,0,0,0,3,0,0,0,0,0
334,Pedro Neto,,PRT,FWMF,Wolves,22,22-328,2000,8,8,599,6.7,0,0,0,0,0,1,0,0.7,0.7,1.2,1.9
335,Rúben Neves,,PRT,MF,Wolves,25,25-324,1997,19,19,1710,19,4,0,2,2,2,7,0,2.8,1.3,0.6,1.8
336,Moussa Niakhate,,FRA,DF,Nott'ham Forest,26,26-329,1996,2,2,160,1.8,0,0,0,0,0,0,0,0.3,0.3,0,0.3
337,Rasmus Nissen,,DNK,DF,Leeds United,25,25-204,1997,14,13,1133,12.6,0,1,0,0,0,4,0,0.4,0.4,0.8,1.2
338,Eddie Nketiah,,GBR,FW,Arsenal,23,23-246,1999,17,5,601,6.7,4,0,4,0,0,1,0,5.3,5.3,0.2,5.5
339,Matheus Nunes,,PRT,MF,Wolves,24,24-157,1998,17,15,1249,13.9,0,1,0,0,0,1,0,1.8,1.8,1.6,3.4
340,Darwin Núñez,,URY,FW,Liverpool,23,23-221,1999,14,10,899,10,5,2,5,0,0,1,1,7.4,7.4,3.3,10.7
341,Ethan Nwaneri,,GBR,FW,Arsenal,15,15-316,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,Christian Nørgaard,,DNK,MF,Brentford,28,28-327,1994,10,9,779,8.7,1,1,1,0,0,0,0,0.8,0.8,0.8,1.6
343,Lewis O'Brien,,GBR,MF,Nott'ham Forest,24,24-109,1998,13,6,584,6.5,1,0,1,0,0,2,0,0.3,0.3,0.2,0.5
344,Angelo Ogbonna,,ITA,DF,West Ham,34,34-253,1988,5,3,297,3.3,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3
345,Michael Olise,,FRA,MFFW,Crystal Palace,21,21-050,2001,19,13,1202,13.4,2,4,2,0,0,2,0,1.3,1.3,2.6,3.9
346,Robin Olsen,,SWE,GK,Aston Villa,33,33-023,1990,3,2,236,2.6,0,0,0,0,0,0,0,0,0,0,0
347,Amadou Onana,,BEL,MF,Everton,21,21-168,2001,18,16,1395,15.5,1,1,1,0,0,5,0,1.9,1.9,1,2.9
348,Josh Onomah,,GBR,MF,Fulham,25,25-279,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0
349,Frank Onyeka,,NGA,MF,Brentford,25,25-030,1998,12,4,442,4.9,0,1,0,0,0,0,0,0.4,0.4,0.5,0.9
350,Mislav Oršić,,CRO,MF,Southampton,30,30-033,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0
351,Dango Ouattara,,BFA,MF,Bournemouth,20,20-354,2002,1,1,90,1,0,1,0,0,0,0,0,0.3,0.3,0.1,0.4
352,Alex Oxlade-Chamberlain,,GBR,FWMF,Liverpool,29,29-169,1993,7,4,308,3.4,1,0,1,0,0,0,0,1.3,1.3,0.9,2.1
353,David Ozoh,,GBR,FW,Crystal Palace,17,17-245,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,João Palhinha,,PRT,MF,Fulham,27,27-206,1995,20,20,1775,19.7,3,0,3,0,0,7,0,1.9,1.9,0.1,2
355,Cole Palmer,,GBR,FWMF,Manchester City,20,20-270,2002,9,0,119,1.3,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3
356,Emerson Palmieri,,ITA,DFMF,West Ham,28,28-181,1994,9,5,367,4.1,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5
357,Lucas Paquetá,,BRA,MF,West Ham,25,25-157,1997,13,12,998,11.1,1,2,0,1,1,3,0,2.5,1.7,0.9,2.6
358,Thomas Partey,,GHA,MF,Arsenal,29,29-232,1993,16,16,1391,15.5,2,0,2,0,0,2,0,1.5,1.5,0.8,2.3
359,Nathan Patterson,,GBR,DFMF,Everton,21,21-107,2001,13,11,988,11,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9
360,Ben Pearson,,GBR,MF,Bournemouth,28,28-027,1995,7,3,286,3.2,0,0,0,0,0,1,0,0,0,0,0
361,Andreas Pereira,,BRA,MF,Fulham,27,27-030,1996,21,21,1726,19.2,2,5,1,1,1,5,0,3.3,2.5,4.3,6.8
362,Ayoze Pérez,,ESP,MFFW,Leicester City,29,29-186,1993,8,3,382,4.2,0,1,0,0,0,0,0,1.1,1.1,1.5,2.6
363,Ivan Perišić,,CRO,DFMF,Tottenham,33,33-363,1989,21,14,1268,14.1,0,5,0,0,0,2,0,1.5,1.5,3.6,5
364,Romain Perraud,,FRA,DF,Southampton,25,25-131,1997,18,12,1016,11.3,2,2,2,0,0,2,0,0.9,0.9,1.5,2.4
365,Kalvin Phillips,,GBR,MF,Manchester City,27,27-060,1995,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0
366,Nathaniel Phillips,,GBR,DF,Liverpool,25,25-316,1997,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0
367,Jordan Pickford,,GBR,GK,Everton,28,28-330,1994,19,19,1710,19,0,1,0,0,0,3,0,0,0,0.1,0.1
368,Ethan Pinnock,,JAM,DF,Brentford,29,29-247,1993,12,12,1080,12,0,0,0,0,0,0,0,1,1,0.6,1.6
369,Daniel Podence,,PRT,FWMF,Wolves,27,27-102,1995,20,16,1304,14.5,5,0,5,0,0,4,0,3.1,3.1,1.9,5
370,Nick Pope,,GBR,GK,Newcastle Utd,30,30-287,1992,20,20,1800,20,0,0,0,0,0,3,0,0,0,0,0
371,Dennis Praet,,BEL,MF,Leicester City,28,28-262,1994,10,4,339,3.8,0,0,0,0,0,1,0,0.2,0.2,0,0.2
372,Isaac Price,,NIR,MF,Everton,19,19-127,2003,1,0,33,0.4,0,0,0,0,0,1,0,0,0,0.1,0.1
373,Christian Pulisic,,USA,FWDF,Chelsea,24,24-135,1998,16,6,609,6.8,1,1,1,0,0,1,0,1.3,1.3,0.5,1.8
374,Aaron Ramsdale,,GBR,GK,Arsenal,24,24-262,1998,19,19,1710,19,0,0,0,0,0,0,0,0,0,0,0
375,Jacob Ramsey,,GBR,MFFW,Aston Villa,21,21-248,2001,17,14,1191,13.2,2,2,2,0,0,4,0,1.3,1.3,1.5,2.8
376,Marcus Rashford,,GBR,FW,Manchester Utd,25,25-092,1997,20,18,1615,17.9,9,3,9,0,0,2,0,7.5,7.5,2.3,9.8
377,David Raya,,ESP,GK,Brentford,27,27-138,1995,20,20,1800,20,0,0,0,0,0,1,0,0,0,0.1,0.1
378,Tim Ream,,USA,DF,Fulham,35,35-118,1987,21,21,1887,21,1,0,1,0,0,2,0,0.3,0.3,0,0.3
379,Nathan Redmond,,GBR,DF,Southampton,28,28-331,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,Harrison Reed,,GBR,MF,Fulham,28,28-004,1995,20,20,1636,18.2,2,1,2,0,0,5,0,1.3,1.3,1.8,3.1
381,Bobby Reid,,JAM,FWDF,Fulham,29,29-363,1993,20,20,1659,18.4,4,1,4,0,0,6,0,3.2,3.2,1.2,4.4
382,Declan Rice,,GBR,MF,West Ham,24,24-017,1999,20,20,1800,20,1,1,1,0,1,3,0,1.8,1,2.1,3.1
383,Chris Richards,,USA,DFMF,Crystal Palace,22,22-309,2000,6,2,258,2.9,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4
384,Richarlison,,BRA,MFFW,Tottenham,25,25-266,1997,13,5,487,5.4,0,2,0,0,0,2,0,1.8,1.8,1.3,3.1
385,Jaïro Riedewald,,NLD,DFFW,Crystal Palace,26,26-144,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0
386,Matt Ritchie,,GBR,FW,Newcastle Utd,33,33-143,1989,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
387,Andrew Robertson,,GBR,DF,Liverpool,28,28-326,1994,17,14,1237,13.7,0,5,0,0,0,0,0,0.4,0.4,3.4,3.7
388,Antonee Robinson,,USA,DF,Fulham,25,25-176,1997,18,18,1558,17.3,0,0,0,0,0,5,0,0,0,0.7,0.7
389,Marc Roca,,ESP,MF,Leeds United,26,26-066,1996,19,18,1405,15.6,1,1,1,0,0,4,0,0.9,0.9,0.8,1.7
390,Marek Rodák,,SVK,GK,Fulham,26,26-049,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0
391,Rodri,,ESP,MF,Manchester City,26,26-223,1996,19,19,1643,18.3,1,4,1,0,0,3,0,2.5,2.5,2.2,4.7
392,Rodrigo,,ESP,FWMF,Leeds United,31,31-331,1991,18,17,1296,14.4,10,1,9,1,1,3,0,6.5,5.7,1.5,7.2
393,Mads Roerslev,,DNK,DF,Brentford,23,23-221,1999,12,9,813,9,0,0,0,0,0,0,0,0.2,0.2,1,1.2
394,Cristian Romero,,ARG,DF,Tottenham,24,24-279,1998,13,12,1108,12.3,0,0,0,0,0,5,0,0.7,0.7,0.3,0.9
395,Oriol Romeu,,ESP,MF,Southampton,31,31-129,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0
396,Cristiano Ronaldo,,PRT,FW,Manchester Utd,37,37-360,1985,10,4,525,5.8,1,0,1,0,0,2,0,1.9,1.9,0.4,2.3
397,Connor Ronan,,IRL,MF,Wolves,24,24-331,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398,Salomón Rondón,,VEN,FW,Everton,33,33-137,1989,7,1,109,1.2,0,0,0,0,0,0,0,0.8,0.8,0.2,1
399,Joe Rothwell,,GBR,MFDF,Bournemouth,28,28-020,1995,6,1,132,1.5,0,0,0,0,0,0,0,0,0,0.2,0.2
400,José Sá,,PRT,GK,Wolves,30,30-014,1993,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0
401,Allan Saint-Maximin,,FRA,FW,Newcastle Utd,25,25-325,1997,12,4,484,5.4,1,3,1,0,0,1,0,1,1,1.2,2.2
402,Bukayo Saka,,GBR,FW,Arsenal,21,21-148,2001,19,19,1621,18,7,7,6,1,1,4,0,5.9,5.3,4.2,9.5
403,Mohamed Salah,,EGY,FW,Liverpool,30,30-230,1992,19,19,1686,18.7,7,4,7,0,0,0,0,9,9,3.7,12.7
404,William Saliba,,FRA,DF,Arsenal,21,21-313,2001,19,19,1695,18.8,2,1,2,0,0,4,0,0.9,0.9,0.9,1.8
405,Mohammed Salisu,,GHA,DF,Southampton,23,23-289,1999,19,19,1709,19,0,1,0,0,0,4,0,1.2,1.2,0.5,1.6
406,Albert Sambi Lokonga,,BEL,MF,Arsenal,23,23-101,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0
407,Davinson Sánchez,,COL,DF,Tottenham,26,26-233,1996,11,6,555,6.2,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4
408,Robert Sánchez,,ESP,GK,Brighton,25,25-074,1997,19,19,1710,19,0,0,0,0,0,1,0,0,0,0,0
409,Jadon Sancho,,GBR,FW,Manchester Utd,22,22-312,2000,10,10,714,7.9,2,1,2,0,0,0,0,1.6,1.6,0.8,2.5
410,Morgan Sanson,,FRA,MF,Aston Villa,28,28-166,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0
411,Pablo Sarabia,,ESP,FW,Wolves,30,30-265,1992,1,0,45,0.5,0,0,0,0,0,0,0,0.3,0.3,0,0.3
412,Jeremy Sarmiento,,ECU,MF,Brighton,20,20-229,2002,6,1,131,1.5,0,0,0,0,0,1,0,0.2,0.2,0,0.2
413,Gianluca Scamacca,,ITA,FW,West Ham,24,24-030,1999,16,11,926,10.3,3,0,3,0,0,3,0,2.5,2.5,0.7,3.1
414,Gustavo Scarpa,,BRA,MF,Nott'ham Forest,29,29-026,1994,3,1,105,1.2,0,0,0,0,0,1,0,0.2,0.2,0,0.2
415,Kevin Schade,,DEU,FW,Brentford,21,21-065,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0
416,Fabian Schär,,CHE,DF,Newcastle Utd,31,31-042,1991,19,19,1693,18.8,1,0,1,0,0,4,0,2.1,2.1,1,3.1
417,Jeffrey Schlupp,,GHA,MF,Crystal Palace,30,30-039,1992,20,17,1478,16.4,0,0,0,0,0,4,0,1.1,1.1,0.5,1.6
418,Nélson Semedo,,PRT,DF,Wolves,29,29-076,1993,18,13,1099,12.2,0,1,0,0,0,4,1,0.1,0.1,0.4,0.4
419,Marcos Senesi,,ARG,DF,Bournemouth,25,25-266,1997,16,15,1286,14.3,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3
420,Ryan Sessegnon,,GBR,DF,Tottenham,22,22-258,2000,16,9,801,8.9,2,0,2,0,0,4,0,1.6,1.6,1.1,2.7
421,Luke Shaw,,GBR,DF,Manchester Utd,27,27-203,1995,16,15,1323,14.7,1,1,1,0,0,4,0,0.5,0.5,1.6,2.1
422,Jonjo Shelvey,,GBR,MF,Newcastle Utd,30,30-338,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0
423,Bernardo Silva,,PRT,MFFW,Manchester City,28,28-174,1994,19,15,1327,14.7,2,5,2,0,0,2,0,1.4,1.4,2.4,3.8
424,Thiago Silva,,BRA,DF,Chelsea,38,38-131,1984,18,17,1614,17.9,0,2,0,0,0,1,0,1,1,0.4,1.3
425,Ellis Simms,,GBR,FW,Everton,22,22-026,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0
426,Luis Sinisterra,,COL,FW,Leeds United,23,23-228,1999,10,6,474,5.3,2,0,2,0,0,3,1,1.5,1.5,0.2,1.7
427,Oliver Skipp,,GBR,MF,Tottenham,22,22-137,2000,8,3,198,2.2,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3
428,Adam Smith,,GBR,DF,Bournemouth,31,31-277,1991,19,19,1637,18.2,0,1,0,0,0,5,0,0.4,0.4,0.6,1
429,Emile Smith Rowe,,GBR,MFFW,Arsenal,22,22-187,2000,5,0,52,0.6,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4
430,Cédric Soares,,PRT,DF,Arsenal,31,31-153,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0
431,Dominic Solanke,,GBR,FWMF,Bournemouth,25,25-139,1997,16,15,1341,14.9,3,3,3,0,0,1,0,2.9,2.9,1.2,4.1
432,Manor Solomon,,ISR,FW,Fulham,23,23-191,1999,3,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0
433,Tomáš Souček,,CZE,MF,West Ham,27,27-338,1995,20,18,1561,17.3,1,1,1,0,0,1,0,2.5,2.5,0.7,3.3
434,Boubakary Soumaré,,FRA,MF,Leicester City,23,23-338,1999,14,12,836,9.3,0,0,0,0,0,4,0,0,0,0.1,0.1
435,Çağlar Söyüncü,,TUR,DF,Leicester City,26,26-253,1996,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0
436,Djed Spence,,GBR,FWDF,Tottenham,22,22-175,2000,4,0,7,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0.1
437,Jack Stacey,,GBR,DF,Bournemouth,26,26-300,1996,9,3,297,3.3,0,0,0,0,0,2,0,0.1,0.1,0,0.1
438,Junior Stanislas,,GBR,MF,Bournemouth,33,33-066,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0.1,0.2
439,Jay Stansfield,,GBR,FW,Fulham,20,20-068,2002,3,1,87,1,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3
440,Jack Stephens,,GBR,DF,Southampton,29,29-004,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0
441,Jack Stephens,,GBR,DF,Bournemouth,29,29-004,1994,4,2,183,2,0,0,0,0,0,0,0,0,0,0.1,0.1
442,Raheem Sterling,,GBR,FWMF,Chelsea,28,28-054,1994,15,14,1113,12.4,4,2,4,0,0,3,0,3.4,3.4,2.9,6.3
443,John Stones,,GBR,DF,Manchester City,28,28-248,1994,14,13,1181,13.1,0,2,0,0,0,1,0,0.6,0.6,1.3,1.9
444,Pascal Struijk,,NLD,DF,Leeds United,23,23-173,1999,18,18,1589,17.7,2,1,2,0,0,3,0,1,1,2.3,3.4
445,Crysencio Summerville,,NLD,FW,Leeds United,21,21-093,2001,12,5,556,6.2,4,1,4,0,0,2,0,1.5,1.5,0.7,2.2
446,Sam Surridge,,GBR,FW,Nott'ham Forest,24,24-187,1998,13,1,246,2.7,1,0,1,0,0,1,0,1.7,1.7,0.1,1.7
447,Japhet Tanganga,,GBR,DF,Tottenham,23,23-306,1999,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0
448,Matt Targett,,GBR,DF,Newcastle Utd,27,27-135,1995,10,4,426,4.7,0,0,0,0,0,0,0,0,0,0.3,0.3
449,James Tarkowski,,GBR,DF,Everton,30,30-073,1992,20,20,1800,20,0,0,0,0,0,4,0,1,1,1.1,2.1
450,Marcus Tavernier,,GBR,MFFW,Bournemouth,23,23-315,1999,15,15,1283,14.3,2,4,2,0,0,1,0,1.7,1.7,2.2,3.8
451,Kenny Tete,,NLD,DF,Fulham,27,27-114,1995,15,14,1237,13.7,0,4,0,0,0,6,0,0.3,0.3,0.9,1.2
452,Luke Thomas,,GBR,DF,Leicester City,21,21-235,2001,9,8,681,7.6,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7
453,Youri Tielemans,,BEL,MF,Leicester City,25,25-269,1997,20,18,1557,17.3,3,1,2,1,2,2,0,2.3,0.7,3.2,3.9
454,Kieran Tierney,,GBR,DF,Arsenal,25,25-240,1997,15,4,469,5.2,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4
455,Harry Toffolo,,GBR,DF,Nott'ham Forest,27,27-165,1995,10,6,613,6.8,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9
456,Takehiro Tomiyasu,,JPN,DF,Arsenal,24,24-087,1998,15,4,506,5.6,0,1,0,0,0,1,0,0.1,0.1,0.6,0.7
457,James Tomkins,,GBR,DF,Crystal Palace,33,33-308,1989,3,1,157,1.7,0,0,0,0,0,2,1,0,0,0,0
458,Ivan Toney,,GBR,FW,Brentford,26,26-321,1996,18,18,1610,17.9,13,3,9,4,4,7,0,10.6,7.4,2.5,9.9
459,Adama Traoré,,ESP,FWMF,Wolves,27,27-006,1996,17,7,806,9,1,0,1,0,0,0,0,0.7,0.7,1,1.7
460,Boubacar Traoré,,MLI,MF,Wolves,21,21-164,2001,8,4,384,4.3,0,1,0,0,0,2,0,0.1,0.1,0.2,0.2
461,Mark Travers,,IRL,GK,Bournemouth,23,23-258,1999,11,10,945,10.5,0,0,0,0,0,0,0,0,0,0,0
